state_key,"(0, 3)_forward","(1, 3)_diagonal2","(0, 0)_diagonal2","(0, 2)_diagonal2","(0, 2)_forward","(0, 0)_diagonal1","(0, 0)_forward","(1, 2)_diagonal1","(0, 1)_diagonal2","(2, 3)_diagonal1","(1, 0)_forward","(0, 1)_diagonal1","(0, 2)_diagonal1","(1, 3)_diagonal1","(0, 1)_forward","(1, 1)_forward","(1, 0)_diagonal1","(2, 1)_diagonal2","(2, 1)_forward","(0, 3)_diagonal2","(1, 2)_forward","(1, 2)_diagonal2","(2, 2)_forward","(0, 3)_diagonal1","(1, 0)_diagonal2","(2, 1)_diagonal1","(2, 2)_diagonal1","(1, 1)_diagonal2","(2, 0)_diagonal2","(1, 1)_diagonal1","(2, 2)_diagonal2","(2, 3)_forward","(1, 3)_forward","(2, 0)_diagonal1","(2, 0)_forward","(2, 3)_diagonal2"
1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.123758200000005,0.0,0.0,409.91951000000006,0.0,0.0,0.0,0.0,-0.271,-0.3439,100.1,0.0,0.0,0.0,0.0,0.0,-0.19,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,-0.8999968924879848,-0.9000079583079506,-0.9000074307715749,0.9999872957652524,-0.9000081528868563,0.9999872957652524,0.0,-0.899997894942416,0.0,0.0,-0.899999618301143,-0.9000056648014141,-0.900000530562309,0.9999998122201932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999982838462668,0.0,0.0,0.0
1737,-0.1,-0.1,0.0,-0.3358269,0.271,0.0,0.0,0.0,-0.268461,0.0,-0.40851,-0.267561,-0.099,0.0,0.3439,0.0,0.19,0.0,0.0,0.0,0.0,0.0,929.3445084552724,0.0,-0.342,0.0,570.10232279,0.0,0.0,0.0,1.8019000000000005,0.0,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,-0.8896713730759476,-0.907581985894546,-0.8563412712667516,0.994273583102978,-0.8905485502237338,0.9015229097816388,0.0,0.0,0.0,0.0,0.0,-0.8799937291063205,-0.8919189886611564,0.0,-0.884191295856869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988027484817438,0.0,-0.8764523861629304,0.0,0.0,0.9418502629969598,0.0,0.0,0.0
1741,0.0,-0.6200129389,-0.505729827,-0.517151151,0.612579511,-0.50114821509,0.612579511,0.0,0.0,0.0,0.0,0.0,-0.5115121820999999,-0.75389912180229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.59268694784611,0.0,0.0,0.0,-0.27381,27.466708775722392,570.10232279,0.0
1743,-0.1,-0.73936544620558,-0.1,-0.5764882102781469,0.8784233454094307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43997935352667,-0.52885479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.285178000000001,0.0,0.0,0.0,-0.5884476420631,8.216226100000002,409.91951000000006,0.0
253,0.9999993351268812,0.0,0.0,-0.9000009532480202,0.99999845546164,0.0,0.0,0.0,-0.8999877580345151,0.0,0.9999955703072454,-0.8999986544420564,-0.8999989459437552,0.0,0.9999999999999989,0.0,-0.899995879103849,0.0,0.0,-0.899992632890904,0.0,0.0,0.0,-0.900003179374885,0.999938296348083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,0.9774716004550608,0.0,0.0,-0.8796352777468746,0.9817519963685992,0.0,0.0,0.0,0.0,0.0,0.988027484817438,0.0,-0.8943308156521742,0.0,0.0,-1.0686215018818976,0.9999999999999988,0.0,0.0,-0.8932625900936175,0.0,0.0,0.0,-0.8947989262927843,0.957608841724784,0.0,0.0,-1.0633262026413073,0.0,-0.9901369113147818,0.0,0.0,0.0,0.0,0.0,0.0
1746,0.612579511,0.0,0.0,-0.485078533871676,0.999303801390869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4424621664947715,0.0,0.0,-0.47603749,0.0,0.0,0.0,-0.1806190821,0.0,0.0,0.0,-0.6249581896067099,0.0,0.0,0.0,-0.5763944569,0.0,-0.27381,0.0,0.0,0.0,0.0,0.0,0.0
680,-0.2738,0.0,0.0,0.0,0.0,0.0,0.0,-0.33768420489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.271,0.0,0.0,0.0,-0.3458,-270.72900000000004,0.9282102012308148,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.991,-0.1,0.0,0.0,191.191,0.0,0.0,0.0,0.901,0.0,0.0,0.0,190.19,0.0,0.0,0.0,0.0,0.0
267,0.9202335569231274,0.0,0.0,-0.8436766824555421,0.9774716004550608,0.0,0.0,0.0,0.0,0.0,0.9999999928358168,0.0,-0.8502346605462707,0.0,0.0,-0.8474756867187261,0.9353891811077332,0.0,0.0,-0.8190223871905318,0.0,0.0,0.0,-0.8248216437601305,-0.8291699463193045,0.0,0.0,-0.8977291311305993,0.0,0.8649148282327007,0.0,0.0,0.0,0.0,0.0,0.0
448,0.7458134171670999,0.0,0.0,-0.4704689999999999,-0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.472179,0.0,0.0,-0.53240358,0.0,0.0,0.0,0.612579511,0.0,0.0,0.0,-0.383060536323759,0.0,0.0,0.0,-0.348339,996.3569639157251,-0.3483199999999999,0.0,0.0,0.0,4.234420000000001,18.27080347305931,0.0
373,0.56953279,0.0,0.0,-0.4014369,0.3439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3350979,0.0,0.0,-0.26658,0.0,996.3569639157251,344.24390000000005,-0.255565661391,0.0,0.0,0.0,-0.09729,0.0,2.5227100000000005,0.0,-0.265041,0.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0
983,-0.1,0.56953279,0.0,-0.627222494961,0.56953279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5536126611000001,-0.686245437286839,0.0,-0.6137401228072319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6173133024077461,0.0,0.794108867905351,0.0,0.0,-0.6665231474009999,0.0,0.0,0.0
985,-0.1,-0.41222,-0.1,718.288033982519,0.468559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.788232762208004,-0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1,0.0,0.0,0.0,-0.3439,0.0,0.0,0.0,-0.271,0.0,-0.34661,0.0,0.0,0.0
834,0.794108867905351,0.0,0.0,-0.5433536118429,0.6861894039099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.588432616371,0.0,0.0,-0.2505679408489538,0.0,0.0,0.0,-0.7306866309856015,0.0,0.0,0.0,-0.6753273037293646,0.0,0.0,0.0,-0.7008032230624722,-0.7512216266991507,0.999436079126604,0.0,0.0,0.0,-0.7820955979104459,-0.7802017470419269,0.0
1570,-0.5295661106099999,-0.1,-0.1,-0.184851,0.3439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,-0.4801452755099999,0.0,0.0,948.8871072654428,-0.6307556334262,0.0,0.0,19.37696220856277,0.0,-0.191,0.0,17.569576634509,0.0,0.0,-0.271,-0.271,0.0
352,0.9202335569231274,0.0,0.0,-0.8784193319502115,0.965663161797075,0.0,0.0,0.0,0.0,0.0,0.947665236697264,0.0,-0.855700433276695,0.0,0.0,0.9999999972244487,-0.8628872226628169,0.0,0.0,-0.8946155928611759,0.0,0.0,0.0,-0.8603035659473569,0.9113706188034748,0.0,0.0,-0.8382459811018436,0.0,0.947665236697264,0.0,0.0,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4801452755099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.9999872957652524,0.0,-0.9000084552684808,-0.9000113955459753,0.9999704873345692,-0.8999948439847539,0.9999997424145312,0.0,0.0,0.0,0.0,0.0,-0.9000071900345032,0.0,0.0,0.999996770753982,0.0,0.0,0.0,-0.9000061794066806,0.0,0.0,0.0,-0.9000012976491955,0.0,0.0,0.0,-0.8999955124054901,0.0,-0.8999903611988211,0.0,0.0,0.0,0.0,0.0,0.0
1752,0.6861894039099999,0.0,-0.54903104919,-0.630102905181,0.5217031,-0.627313371372,0.612579511,0.0,0.0,0.0,0.0,0.0,-0.59356580499,0.0,0.0,0.0,0.0,0.0,0.0,-0.5815213744380391,0.0,0.0,0.0,-0.4901226005663451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,0.1,0.0,0.0,0.0,0.0,0.0,-0.19,0.0,0.0,-0.346429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.099,0.0,0.0,0.0,-0.406071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1,0.0,0.0,0.0,-0.19
57,0.999991664751582,0.0,-0.8998488955059943,0.0,0.0,-0.8998667353784514,0.9997815254994716,0.9999500200419472,-0.9000302906454565,0.0,0.0,-0.8998777195272628,0.0,0.0,0.9999500200419472,0.0,0.0,0.0,0.0,-0.8999419308063623,0.9998407320891148,-0.8998612863036937,0.0,-0.8996558211921565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,0.6861894039099999,0.0,-0.8198052345914123,0.0,0.0,-0.7664056274356746,0.794108867905351,0.0,-0.7328128023776431,0.0,0.0,-0.5854576096529999,0.0,0.0,0.6861894039099999,0.0,0.0,0.0,0.0,-0.62241365009871,0.0,0.0,38.42632795625049,-0.6255776319219,0.0,0.0,25.712179129515967,0.0,0.0,0.0,718.288033982519,0.0,0.0,0.0,0.0,0.0
1577,0.0,0.0,-0.0981,0.0,0.0,-0.099,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3439,0.0,0.0,0.0,0.0,0.0,0.0
1757,-99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.2719,0.0,0.0,0.0,-0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,0.9113706188034748,0.0,0.0,0.0,0.0,0.0,0.0,-0.5392925411370391,0.6861894039099999,0.0,0.0,-0.4513908829509,0.0,0.0,0.468559,0.0,0.0,0.0,0.0,-0.7003593159772121,0.612579511,-0.7060985669754628,0.0,-0.652953550090403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,0.19,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,0.1,1.7119000000000004,0.0,-0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0981,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.19,0.0,0.0,0.0,0.0
390,0.9999672081495214,0.0,-0.8999720420075357,0.0,0.0,-0.899984786038982,0.999998609915476,-0.8999928798752203,-0.9000346573628943,0.0,0.0,-0.9000037791116237,0.0,0.0,0.9999314403867589,0.0,0.0,0.0,0.0,-0.9000098867537266,0.9999885661887272,0.9998955043236684,0.0,-0.900005952166148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,0.56953279,0.0,-0.54399639504681,0.0,0.0,-0.2552430602293289,0.7458134171670999,0.0,-0.51376851,0.0,0.0,-0.559681659,0.0,0.0,0.468559,0.0,0.0,0.0,0.0,-0.718349729638329,0.0,0.0,50.771539504437946,-0.4520542859999999,0.0,0.0,746.5592305842671,0.0,0.0,0.0,42.9141662340726,0.0,0.0,0.0,0.0,0.0
135,0.5217031,0.0,-0.47661169,0.0,0.0,-0.7011802347358999,-0.3491671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4154880000000001,0.0,0.0,0.0,-0.5451280933419,0.0,0.0,17.346731467609004,-0.398536938,0.0,0.0,409.91951000000006,-0.3491579999999999,0.0,-0.348339,10.962740890000005,0.0,0.0,0.0,0.0,0.0
325,-0.1,-0.1,0.0,-0.402093,0.468559,0.0,0.0,0.0,0.0,0.0,-0.5244131000000001,0.0,0.271,0.0,0.0,0.19,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.1,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.9999998478983566,0.0,0.0,-0.8999995319234066,0.9999999999999988,0.0,0.0,0.0,-0.9000001186433588,0.0,0.9999999272502552,-0.9000000976589886,-0.8999999298773489,0.0,0.999999863108521,0.0,-0.899999939042297,0.0,0.0,-0.9000002428034596,0.0,0.0,0.0,-0.9000007459239794,-0.8999994642639484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.9999999999856958,0.0,0.0,0.0,0.0,0.0,0.0,-0.8732272978448662,-0.8611867123513682,0.0,0.9835767967317391,-0.8446789655357513,0.0,0.0,0.9353891811077332,0.0,0.9817519963685992,0.0,0.0,-0.8214653075117054,-0.881932708095898,0.9774716004550608,0.0,-0.8623785642171277,-0.8846481691617007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.77123207545039,0.0,0.0,0.0,0.0,0.0,0.0,0.56953279,-0.5939962722,0.0,0.0,-0.45719811,0.0,0.0,0.468559,0.0,0.0,0.0,0.0,-0.4378612075926741,-0.3353093099999999,0.468559,0.0,-0.5742472754268914,0.0,0.0,0.0,0.0,-0.191,0.0,0.0,0.0,0.0,-0.5738817900000001,-0.469559,0.0
1297,-0.1,0.3439,0.0,0.0,0.0,0.0,0.0,0.0,-0.3291733169999999,0.0,0.0,0.271,0.0,-0.39946131,0.612579511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34661,0.0,0.0,0.0,-0.263583,-0.412139,-0.1,0.0
1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56953279,-0.395190099,0.0,0.0,0.0,0.0,0.0,0.0,-0.4759483,0.0,0.0,0.0,0.0,-0.4146689999999999,-0.27381,0.0
751,-1.0439895013844864,-0.1,-0.1,-0.8763675486870127,0.9999999935522352,0.0,0.0,0.0,0.0,0.0,0.9202335569231274,0.0,0.9113706188034748,0.0,0.0,0.9282102012308148,-0.800252762298324,0.0,0.0,-1.0315053949868782,0.0,0.0,0.0,-1.0640257289643875,-0.8498913794045766,0.0,0.0,-0.8270820015104599,0.0,-0.7692459510775213,0.0,0.0,0.0,0.0,0.0,0.0
690,-0.8001975258268736,0.0,0.0,0.0,0.0,0.0,0.0,-0.444991376061,0.0,0.0,-0.7138847526815203,0.0,0.0,0.0,0.0,0.999303801390869,-0.8007265266319683,0.0,0.0,-0.5369322007141,0.6513215599,-0.54849960819,0.0,-0.67346357656588,-0.588608302649831,0.0,0.0,0.7458134171670999,0.0,-0.4293923612802075,0.0,0.0,0.0,0.0,0.0,0.0
1777,-0.6718946568153,0.0,0.0,0.0,0.0,0.0,0.0,-0.8858619811301262,0.0,0.0,-0.7849184130734347,0.0,0.0,0.0,0.0,0.0,-0.8947973621583621,0.0,0.0,-0.4801452755099999,-611.966931489,-0.8098859131002026,0.0,-0.5808918569,-0.7460604734292717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,-0.9000024646459621,-0.8999770377106217,-0.9000059480158965,0.9999704873345692,-0.8999947998362626,0.9999999815079909,0.0,-0.9000187915420348,0.0,0.0,-0.9000469670152166,-0.9000034540517671,-0.9000143866836219,0.9999734386011122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999704873345692,0.0,0.0,0.0
