episode,player,total_reward,steps_played,won
7912_B,B,-3.0,11.0,W
7913_W,W,997.0,15.0,W
7913_B,B,-9.0,19.0,W
7914_W,W,977.0,35.0,W
7914_B,B,0.0,10.0,W
7915_W,W,-2.0,8.0,B
7915_B,B,999.0,7.0,B
7916_W,W,-4.0,16.0,W
7916_B,B,-1009.0,21.0,W
7917_W,W,1003.0,9.0,W
7917_B,B,-3.0,13.0,W
7918_W,W,999.0,11.0,W
7918_B,B,-4.0,12.0,W
7919_W,W,-11.0,19.0,B
7919_B,B,994.0,14.0,B
7920_W,W,998.0,16.0,W
7920_B,B,-9.0,21.0,W
7921_W,W,-4.0,16.0,B
7921_B,B,993.0,19.0,B
7922_W,W,1001.0,7.0,W
7922_B,B,2.0,4.0,W
7923_W,W,-2.0,12.0,B
7923_B,B,994.0,16.0,B
7924_W,W,0.0,10.0,B
7924_B,B,997.0,13.0,B
7925_W,W,-18.0,30.0,B
7925_B,B,990.0,22.0,B
7926_W,W,-4.0,16.0,B
7926_B,B,976.0,36.0,B
7927_W,W,988.0,24.0,W
7927_B,B,-15.0,25.0,W
7928_W,W,-5.0,17.0,B
7928_B,B,988.0,24.0,B
7929_W,W,998.0,8.0,W
7929_B,B,-2.0,6.0,W
7930_W,W,993.0,13.0,W
7930_B,B,-1.0,5.0,W
7931_W,W,1000.0,10.0,W
7931_B,B,-1.0,9.0,W
7932_W,W,1001.0,13.0,W
7932_B,B,-2.0,14.0,W
7933_W,W,998.0,16.0,W
7933_B,B,-4.0,16.0,W
7934_W,W,-9.0,19.0,B
7934_B,B,996.0,14.0,B
7935_W,W,990.0,22.0,W
7935_B,B,-2.0,12.0,W
7936_W,W,999.0,11.0,W
7936_B,B,2.0,6.0,W
7937_W,W,998.0,8.0,W
7937_B,B,0.0,4.0,W
7938_W,W,-2.0,12.0,B
7938_B,B,986.0,24.0,B
7939_W,W,1.0,7.0,B
7939_B,B,996.0,12.0,B
7940_W,W,1.0,11.0,B
7940_B,B,989.0,23.0,B
7941_W,W,-7.0,21.0,B
7941_B,B,1001.0,13.0,B
7942_W,W,981.0,29.0,W
7942_B,B,-13.0,21.0,W
7943_W,W,2.0,6.0,B
7943_B,B,987.0,21.0,B
7944_W,W,995.0,13.0,W
7944_B,B,-1.0,7.0,W
7945_W,W,-7.0,19.0,B
7945_B,B,988.0,24.0,B
7946_W,W,-31.0,43.0,B
7946_B,B,974.0,38.0,B
7947_W,W,965.0,47.0,W
7947_B,B,-6.0,16.0,W
7948_W,W,999.0,9.0,W
7948_B,B,-8.0,14.0,W
7949_W,W,1000.0,8.0,W
7949_B,B,0.0,6.0,W
7950_W,W,2.0,4.0,B
7950_B,B,997.0,9.0,B
7951_W,W,991.0,23.0,W
7951_B,B,-5.0,17.0,W
7952_W,W,-9.0,19.0,B
7952_B,B,983.0,27.0,B
7953_W,W,0.0,10.0,B
7953_B,B,993.0,17.0,B
7954_W,W,995.0,17.0,W
7954_B,B,-9.0,19.0,W
7955_W,W,-1011.0,21.0,B
7955_B,B,-3.0,11.0,B
7956_W,W,997.0,9.0,W
7956_B,B,-9.0,13.0,W
7957_W,W,993.0,23.0,W
7957_B,B,5.0,9.0,W
7958_W,W,998.0,8.0,W
7958_B,B,-4.0,8.0,W
7959_W,W,0.0,10.0,B
7959_B,B,1001.0,9.0,B
7960_W,W,1003.0,3.0,W
7960_B,B,-1.0,5.0,W
7961_W,W,999.0,13.0,W
7961_B,B,-32.0,42.0,W
7962_W,W,-4.0,14.0,B
7962_B,B,993.0,17.0,B
7963_W,W,990.0,20.0,W
7963_B,B,-2.0,10.0,W
7964_W,W,-8.0,20.0,B
7964_B,B,996.0,16.0,B
7965_W,W,2.0,10.0,B
7965_B,B,990.0,22.0,B
7966_W,W,995.0,15.0,W
7966_B,B,-2.0,10.0,W
7967_W,W,994.0,18.0,W
7967_B,B,-2.0,12.0,W
7968_W,W,-5.0,17.0,B
7968_B,B,986.0,26.0,B
7969_W,W,-5.0,15.0,B
7969_B,B,995.0,15.0,B
7970_W,W,996.0,14.0,W
7970_B,B,0.0,8.0,W
7971_W,W,-1001.0,11.0,B
7971_B,B,-6.0,14.0,B
7972_W,W,1002.0,6.0,W
7972_B,B,-2.0,8.0,W
7973_W,W,992.0,22.0,W
7973_B,B,-5.0,17.0,W
7974_W,W,992.0,20.0,W
7974_B,B,-11.0,21.0,W
7975_W,W,994.0,20.0,W
7975_B,B,0.0,12.0,W
7976_W,W,0.0,12.0,B
7976_B,B,992.0,20.0,B
7977_W,W,1001.0,5.0,W
7977_B,B,2.0,2.0,W
7978_W,W,997.0,13.0,W
7978_B,B,-2.0,10.0,W
7979_W,W,993.0,19.0,W
7979_B,B,-5.0,15.0,W
7980_W,W,988.0,20.0,W
7980_B,B,-1.0,7.0,W
7981_W,W,994.0,18.0,W
7981_B,B,-7.0,17.0,W
7982_W,W,-6.0,18.0,B
7982_B,B,1000.0,12.0,B
7983_W,W,997.0,15.0,W
7983_B,B,-3.0,13.0,W
7984_W,W,1001.0,13.0,W
7984_B,B,-3.0,15.0,W
7985_W,W,-2.0,14.0,B
7985_B,B,995.0,17.0,B
7986_W,W,-3.0,13.0,B
7986_B,B,1001.0,9.0,B
7987_W,W,-3.0,15.0,B
7987_B,B,1005.0,7.0,B
7988_W,W,994.0,16.0,W
7988_B,B,-2.0,10.0,W
7989_W,W,992.0,18.0,W
7989_B,B,-6.0,14.0,W
7990_W,W,1000.0,12.0,W
7990_B,B,-12.0,22.0,W
7991_W,W,1004.0,6.0,W
7991_B,B,-4.0,12.0,W
7992_W,W,-1000.0,10.0,B
7992_B,B,-14.0,22.0,B
7993_W,W,998.0,8.0,W
7993_B,B,1.0,3.0,W
7994_W,W,-4.0,14.0,B
7994_B,B,989.0,21.0,B
7995_W,W,993.0,21.0,W
7995_B,B,-16.0,28.0,W
7996_W,W,987.0,25.0,W
7996_B,B,-4.0,14.0,W
7997_W,W,-1.0,9.0,B
7997_B,B,992.0,16.0,B
7998_W,W,-1009.0,19.0,B
7998_B,B,-3.0,11.0,B
7999_W,W,0.0,8.0,B
7999_B,B,987.0,21.0,B
8000_W,W,996.0,10.0,W
8000_B,B,1.0,3.0,W
8001_W,W,1001.0,7.0,W
8001_B,B,2.0,4.0,W
8002_W,W,-1000.0,10.0,B
8002_B,B,-16.0,24.0,B
8003_W,W,993.0,19.0,W
8003_B,B,-6.0,16.0,W
8004_W,W,-7.0,19.0,B
8004_B,B,987.0,25.0,B
8005_W,W,-11.0,25.0,B
8005_B,B,965.0,49.0,B
8006_W,W,-21.0,31.0,B
8006_B,B,995.0,15.0,B
8007_W,W,-20.0,32.0,B
8007_B,B,980.0,32.0,B
8008_W,W,-19.0,31.0,B
8008_B,B,983.0,29.0,B
8009_W,W,3.0,7.0,B
8009_B,B,987.0,23.0,B
8010_W,W,-5.0,13.0,B
8010_B,B,998.0,10.0,B
8011_W,W,985.0,27.0,W
8011_B,B,3.0,7.0,W
8012_W,W,996.0,18.0,W
8012_B,B,-7.0,19.0,W
8013_W,W,1000.0,12.0,W
8013_B,B,-2.0,12.0,W
8014_W,W,-12.0,22.0,B
8014_B,B,995.0,15.0,B
8015_W,W,-7.0,19.0,B
8015_B,B,997.0,15.0,B
8016_W,W,1002.0,8.0,W
8016_B,B,1.0,7.0,W
8017_W,W,-13.0,25.0,B
8017_B,B,1002.0,10.0,B
8018_W,W,0.0,8.0,B
8018_B,B,1002.0,6.0,B
8019_W,W,974.0,36.0,W
8019_B,B,0.0,8.0,W
8020_W,W,1000.0,12.0,W
8020_B,B,-3.0,13.0,W
8021_W,W,-4.0,12.0,B
8021_B,B,995.0,13.0,B
8022_W,W,-6.0,12.0,B
8022_B,B,1001.0,5.0,B
8023_W,W,-1009.0,19.0,B
8023_B,B,-3.0,11.0,B
8024_W,W,0.0,10.0,B
8024_B,B,999.0,11.0,B
8025_W,W,977.0,35.0,W
8025_B,B,-2.0,12.0,W
8026_W,W,6.0,8.0,B
8026_B,B,1003.0,11.0,B
8027_W,W,995.0,17.0,W
8027_B,B,-6.0,16.0,W
8028_W,W,-3.0,17.0,B
8028_B,B,985.0,29.0,B
8029_W,W,-4.0,16.0,B
8029_B,B,1004.0,8.0,B
8030_W,W,-1.0,9.0,B
8030_B,B,999.0,9.0,B
8031_W,W,-1006.0,16.0,B
8031_B,B,-1.0,9.0,B
8032_W,W,-1002.0,12.0,B
8032_B,B,-6.0,14.0,B
8033_W,W,995.0,13.0,W
8033_B,B,-1.0,7.0,W
8034_W,W,0.0,10.0,B
8034_B,B,994.0,16.0,B
8035_W,W,-8.0,18.0,B
8035_B,B,1000.0,10.0,B
8036_W,W,992.0,18.0,W
8036_B,B,-4.0,12.0,W
8037_W,W,-2.0,14.0,B
8037_B,B,987.0,25.0,B
8038_W,W,1001.0,5.0,W
8038_B,B,-5.0,9.0,W
8039_W,W,974.0,38.0,W
8039_B,B,1.0,9.0,W
8040_W,W,-4.0,14.0,B
8040_B,B,997.0,13.0,B
8041_W,W,-1000.0,10.0,B
8041_B,B,-5.0,13.0,B
8042_W,W,1004.0,6.0,W
8042_B,B,-9.0,17.0,W
8043_W,W,1002.0,6.0,W
8043_B,B,-10.0,16.0,W
8044_W,W,-6.0,14.0,B
8044_B,B,995.0,13.0,B
8045_W,W,-4.0,14.0,B
8045_B,B,995.0,15.0,B
8046_W,W,1.0,9.0,B
8046_B,B,996.0,14.0,B
8047_W,W,-9.0,19.0,B
8047_B,B,990.0,20.0,B
8048_W,W,994.0,20.0,W
8048_B,B,-3.0,15.0,W
8049_W,W,2.0,8.0,B
8049_B,B,998.0,12.0,B
8050_W,W,999.0,13.0,W
8050_B,B,3.0,7.0,W
8051_W,W,1001.0,7.0,W
8051_B,B,0.0,6.0,W
8052_W,W,-26.0,36.0,B
8052_B,B,994.0,16.0,B
8053_W,W,996.0,18.0,W
8053_B,B,-5.0,17.0,W
8054_W,W,0.0,8.0,B
8054_B,B,998.0,10.0,B
8055_W,W,998.0,8.0,W
8055_B,B,1.0,3.0,W
8056_W,W,985.0,23.0,W
8056_B,B,1.0,5.0,W
8057_W,W,-8.0,20.0,B
8057_B,B,989.0,23.0,B
8058_W,W,-5.0,17.0,B
8058_B,B,981.0,31.0,B
8059_W,W,986.0,26.0,W
8059_B,B,0.0,10.0,W
8060_W,W,-12.0,24.0,B
8060_B,B,1001.0,11.0,B
8061_W,W,988.0,26.0,W
8061_B,B,-9.0,21.0,W
8062_W,W,996.0,12.0,W
8062_B,B,2.0,4.0,W
8063_W,W,1001.0,13.0,W
8063_B,B,-9.0,21.0,W
8064_W,W,-5.0,15.0,B
8064_B,B,998.0,12.0,B
8065_W,W,994.0,18.0,W
8065_B,B,0.0,10.0,W
8066_W,W,1000.0,8.0,W
8066_B,B,-7.0,13.0,W
8067_W,W,-1008.0,18.0,B
8067_B,B,-15.0,23.0,B
8068_W,W,-1.0,13.0,B
8068_B,B,997.0,15.0,B
8069_W,W,984.0,28.0,W
8069_B,B,-10.0,20.0,W
8070_W,W,995.0,13.0,W
8070_B,B,-4.0,10.0,W
8071_W,W,997.0,11.0,W
8071_B,B,-1.0,7.0,W
8072_W,W,996.0,16.0,W
8072_B,B,0.0,10.0,W
8073_W,W,0.0,8.0,B
8073_B,B,1000.0,8.0,B
8074_W,W,1000.0,6.0,W
8074_B,B,-2.0,6.0,W
8075_W,W,-2.0,14.0,B
8075_B,B,976.0,36.0,B
8076_W,W,-16.0,28.0,B
8076_B,B,994.0,18.0,B
8077_W,W,-9.0,21.0,B
8077_B,B,987.0,25.0,B
8078_W,W,978.0,34.0,W
8078_B,B,-1.0,11.0,W
8079_W,W,999.0,7.0,W
8079_B,B,-7.0,11.0,W
8080_W,W,999.0,9.0,W
8080_B,B,-5.0,11.0,W
8081_W,W,989.0,23.0,W
8081_B,B,-22.0,32.0,W
8082_W,W,1002.0,8.0,W
8082_B,B,-7.0,15.0,W
8083_W,W,996.0,16.0,W
8083_B,B,-11.0,21.0,W
8084_W,W,991.0,21.0,W
8084_B,B,-7.0,17.0,W
8085_W,W,987.0,25.0,W
8085_B,B,4.0,6.0,W
8086_W,W,1000.0,10.0,W
8086_B,B,-2.0,10.0,W
8087_W,W,996.0,16.0,W
8087_B,B,-11.0,21.0,W
8088_W,W,990.0,16.0,W
8088_B,B,-5.0,9.0,W
8089_W,W,961.0,51.0,W
8089_B,B,-2.0,12.0,W
8090_W,W,-2.0,8.0,B
8090_B,B,997.0,9.0,B
8091_W,W,995.0,13.0,W
8091_B,B,-4.0,10.0,W
8092_W,W,1.0,7.0,B
8092_B,B,997.0,11.0,B
8093_W,W,-3.0,11.0,B
8093_B,B,988.0,20.0,B
8094_W,W,-1.0,11.0,B
8094_B,B,995.0,15.0,B
8095_W,W,997.0,17.0,W
8095_B,B,-7.0,19.0,W
8096_W,W,998.0,14.0,W
8096_B,B,-11.0,21.0,W
8097_W,W,-9.0,23.0,B
8097_B,B,990.0,24.0,B
8098_W,W,-19.0,31.0,B
8098_B,B,995.0,17.0,B
8099_W,W,-17.0,27.0,B
8099_B,B,997.0,13.0,B
8100_W,W,1.0,7.0,B
8100_B,B,1000.0,8.0,B
8101_W,W,2.0,4.0,B
8101_B,B,998.0,8.0,B
8102_W,W,-1030.0,40.0,B
8102_B,B,-4.0,12.0,B
8103_W,W,-14.0,26.0,B
8103_B,B,993.0,19.0,B
8104_W,W,1000.0,10.0,W
8104_B,B,-1.0,9.0,W
8105_W,W,996.0,14.0,W
8105_B,B,-19.0,27.0,W
8106_W,W,-1.0,13.0,W
8106_B,B,-1010.0,22.0,W
8107_W,W,-1.0,7.0,B
8107_B,B,1002.0,4.0,B
8108_W,W,994.0,16.0,W
8108_B,B,0.0,8.0,W
8109_W,W,-1002.0,12.0,B
8109_B,B,-2.0,10.0,B
8110_W,W,-1002.0,12.0,B
8110_B,B,2.0,6.0,B
8111_W,W,-2.0,12.0,B
8111_B,B,982.0,28.0,B
8112_W,W,1.0,11.0,B
8112_B,B,996.0,16.0,B
8113_W,W,986.0,26.0,W
8113_B,B,-8.0,18.0,W
8114_W,W,-4.0,14.0,B
8114_B,B,997.0,13.0,B
8115_W,W,990.0,24.0,W
8115_B,B,5.0,7.0,W
8116_W,W,-1.0,13.0,B
8116_B,B,994.0,18.0,B
8117_W,W,-12.0,20.0,B
8117_B,B,1001.0,7.0,B
8118_W,W,985.0,25.0,W
8118_B,B,2.0,6.0,W
8119_W,W,-2.0,14.0,B
8119_B,B,989.0,23.0,B
8120_W,W,1002.0,8.0,W
8120_B,B,-12.0,20.0,W
8121_W,W,-2.0,8.0,B
8121_B,B,998.0,8.0,B
8122_W,W,995.0,19.0,W
8122_B,B,-5.0,17.0,W
8123_W,W,0.0,10.0,B
8123_B,B,983.0,27.0,B
8124_W,W,997.0,11.0,W
8124_B,B,-4.0,10.0,W
8125_W,W,3.0,9.0,B
8125_B,B,994.0,18.0,B
8126_W,W,1000.0,10.0,W
8126_B,B,-4.0,12.0,W
8127_W,W,2.0,6.0,B
8127_B,B,994.0,14.0,B
8128_W,W,-1002.0,12.0,B
8128_B,B,-12.0,20.0,B
8129_W,W,967.0,45.0,W
8129_B,B,-24.0,34.0,W
8130_W,W,996.0,16.0,W
8130_B,B,-3.0,13.0,W
8131_W,W,993.0,19.0,W
8131_B,B,-1.0,11.0,W
8132_W,W,-2.0,14.0,B
8132_B,B,988.0,24.0,B
8133_W,W,-1011.0,21.0,B
8133_B,B,-3.0,11.0,B
8134_W,W,989.0,19.0,W
8134_B,B,-1.0,7.0,W
8135_W,W,999.0,13.0,W
8135_B,B,1.0,9.0,W
8136_W,W,-1018.0,28.0,B
8136_B,B,-1.0,9.0,B
8137_W,W,-1002.0,12.0,B
8137_B,B,-7.0,15.0,B
8138_W,W,992.0,18.0,W
8138_B,B,0.0,8.0,W
8139_W,W,996.0,14.0,W
8139_B,B,-1.0,9.0,W
8140_W,W,-1001.0,11.0,B
8140_B,B,-2.0,10.0,B
8141_W,W,2.0,6.0,B
8141_B,B,1000.0,8.0,B
8142_W,W,-6.0,18.0,B
8142_B,B,990.0,22.0,B
8143_W,W,-1.0,9.0,B
8143_B,B,998.0,10.0,B
8144_W,W,-4.0,10.0,B
8144_B,B,1002.0,4.0,B
8145_W,W,986.0,28.0,W
8145_B,B,-14.0,26.0,W
8146_W,W,2.0,4.0,B
8146_B,B,989.0,17.0,B
8147_W,W,-4.0,16.0,B
8147_B,B,992.0,20.0,B
8148_W,W,1003.0,9.0,W
8148_B,B,-3.0,13.0,W
8149_W,W,-1006.0,16.0,B
8149_B,B,-10.0,18.0,B
8150_W,W,-16.0,26.0,B
8150_B,B,999.0,11.0,B
8151_W,W,996.0,16.0,W
8151_B,B,-6.0,16.0,W
8152_W,W,994.0,14.0,W
8152_B,B,-4.0,10.0,W
8153_W,W,976.0,34.0,W
8153_B,B,-18.0,26.0,W
8154_W,W,985.0,27.0,W
8154_B,B,-3.0,13.0,W
8155_W,W,983.0,29.0,W
8155_B,B,-3.0,13.0,W
8156_W,W,990.0,22.0,W
8156_B,B,-8.0,18.0,W
8157_W,W,999.0,9.0,W
8157_B,B,-9.0,15.0,W
8158_W,W,-1011.0,23.0,B
8158_B,B,1.0,9.0,B
8159_W,W,1001.0,13.0,W
8159_B,B,-7.0,19.0,W
8160_W,W,987.0,25.0,W
8160_B,B,2.0,8.0,W
8161_W,W,-2.0,8.0,B
8161_B,B,1000.0,6.0,B
8162_W,W,996.0,18.0,W
8162_B,B,-7.0,19.0,W
8163_W,W,-1015.0,25.0,B
8163_B,B,-12.0,20.0,B
8164_W,W,-1011.0,21.0,B
8164_B,B,-8.0,16.0,B
8165_W,W,-5.0,17.0,B
8165_B,B,985.0,27.0,B
8166_W,W,-4.0,16.0,B
8166_B,B,998.0,14.0,B
8167_W,W,-7.0,19.0,B
8167_B,B,986.0,26.0,B
8168_W,W,-22.0,36.0,B
8168_B,B,976.0,38.0,B
8169_W,W,1002.0,4.0,W
8169_B,B,1.0,3.0,W
8170_W,W,-15.0,27.0,B
8170_B,B,1004.0,8.0,B
8171_W,W,5.0,7.0,B
8171_B,B,1000.0,12.0,B
8172_W,W,2.0,8.0,B
8172_B,B,997.0,13.0,B
8173_W,W,-19.0,27.0,B
8173_B,B,998.0,10.0,B
8174_W,W,-3.0,15.0,B
8174_B,B,997.0,15.0,B
8175_W,W,981.0,29.0,W
8175_B,B,-10.0,18.0,W
8176_W,W,0.0,10.0,B
8176_B,B,990.0,20.0,B
8177_W,W,-1.0,11.0,B
8177_B,B,989.0,21.0,B
8178_W,W,997.0,13.0,W
8178_B,B,-5.0,13.0,W
8179_W,W,-4.0,16.0,B
8179_B,B,991.0,21.0,B
8180_W,W,997.0,13.0,W
8180_B,B,-3.0,11.0,W
8181_W,W,-6.0,16.0,B
8181_B,B,986.0,24.0,B
8182_W,W,992.0,20.0,W
8182_B,B,-4.0,14.0,W
8183_W,W,-1.0,9.0,B
8183_B,B,979.0,29.0,B
8184_W,W,1002.0,10.0,W
8184_B,B,-3.0,13.0,W
8185_W,W,992.0,22.0,W
8185_B,B,-7.0,19.0,W
8186_W,W,994.0,18.0,W
8186_B,B,-6.0,16.0,W
8187_W,W,-3.0,13.0,B
8187_B,B,1000.0,10.0,B
8188_W,W,1000.0,10.0,W
8188_B,B,0.0,8.0,W
8189_W,W,986.0,28.0,W
8189_B,B,-6.0,18.0,W
8190_W,W,-1012.0,22.0,B
8190_B,B,-3.0,11.0,B
8191_W,W,976.0,36.0,W
8191_B,B,-13.0,23.0,W
8192_W,W,-4.0,14.0,B
8192_B,B,997.0,13.0,B
8193_W,W,993.0,17.0,W
8193_B,B,-7.0,15.0,W
8194_W,W,-16.0,26.0,B
8194_B,B,992.0,18.0,B
8195_W,W,999.0,9.0,W
8195_B,B,2.0,4.0,W
8196_W,W,992.0,18.0,W
8196_B,B,2.0,6.0,W
8197_W,W,998.0,12.0,W
8197_B,B,-1.0,9.0,W
8198_W,W,-5.0,13.0,B
8198_B,B,1000.0,8.0,B
8199_W,W,987.0,21.0,W
8199_B,B,2.0,4.0,W
8200_W,W,995.0,15.0,W
8200_B,B,0.0,8.0,W
8201_W,W,-3.0,9.0,B
8201_B,B,988.0,18.0,B
8202_W,W,989.0,19.0,W
8202_B,B,-12.0,18.0,W
8203_W,W,-4.0,10.0,B
8203_B,B,1001.0,5.0,B
8204_W,W,998.0,12.0,W
8204_B,B,-10.0,18.0,W
8205_W,W,5.0,5.0,B
8205_B,B,997.0,13.0,B
8206_W,W,992.0,20.0,W
8206_B,B,0.0,10.0,W
8207_W,W,997.0,17.0,W
8207_B,B,-8.0,20.0,W
8208_W,W,1000.0,14.0,W
8208_B,B,-10.0,22.0,W
8209_W,W,997.0,15.0,W
8209_B,B,-7.0,17.0,W
8210_W,W,-2.0,10.0,B
8210_B,B,997.0,11.0,B
8211_W,W,-1003.0,13.0,B
8211_B,B,4.0,4.0,B
8212_W,W,999.0,11.0,W
8212_B,B,-9.0,17.0,W
8213_W,W,999.0,9.0,W
8213_B,B,2.0,4.0,W
8214_W,W,-6.0,14.0,B
8214_B,B,988.0,20.0,B
8215_W,W,996.0,14.0,W
8215_B,B,-12.0,20.0,W
8216_W,W,-6.0,16.0,B
8216_B,B,986.0,24.0,B
8217_W,W,-16.0,28.0,B
8217_B,B,999.0,13.0,B
8218_W,W,999.0,7.0,W
8218_B,B,-2.0,6.0,W
8219_W,W,1.0,7.0,B
8219_B,B,999.0,9.0,B
8220_W,W,999.0,11.0,W
8220_B,B,1.0,7.0,W
8221_W,W,999.0,9.0,W
8221_B,B,-1.0,7.0,W
8222_W,W,-32.0,42.0,B
8222_B,B,997.0,13.0,B
8223_W,W,1002.0,4.0,W
8223_B,B,0.0,4.0,W
8224_W,W,-5.0,15.0,B
8224_B,B,999.0,11.0,B
8225_W,W,-1.0,13.0,B
8225_B,B,1000.0,12.0,B
8226_W,W,1001.0,9.0,W
8226_B,B,-4.0,12.0,W
8227_W,W,-11.0,23.0,B
8227_B,B,989.0,23.0,B
8228_W,W,995.0,17.0,W
8228_B,B,3.0,7.0,W
8229_W,W,-1007.0,19.0,B
8229_B,B,3.0,7.0,B
8230_W,W,1000.0,12.0,W
8230_B,B,-2.0,12.0,W
8231_W,W,-7.0,15.0,B
8231_B,B,992.0,16.0,B
8232_W,W,995.0,17.0,W
8232_B,B,0.0,10.0,W
8233_W,W,982.0,26.0,W
8233_B,B,-2.0,8.0,W
8234_W,W,2.0,6.0,B
8234_B,B,999.0,9.0,B
8235_W,W,-1.0,9.0,B
8235_B,B,1003.0,5.0,B
8236_W,W,996.0,14.0,W
8236_B,B,-6.0,14.0,W
8237_W,W,991.0,23.0,W
8237_B,B,-8.0,20.0,W
8238_W,W,983.0,27.0,W
8238_B,B,0.0,8.0,W
8239_W,W,-1.0,11.0,B
8239_B,B,1005.0,5.0,B
8240_W,W,989.0,25.0,W
8240_B,B,-16.0,28.0,W
8241_W,W,996.0,12.0,W
8241_B,B,-2.0,8.0,W
8242_W,W,-1007.0,17.0,B
8242_B,B,-10.0,18.0,B
8243_W,W,-7.0,19.0,B
8243_B,B,994.0,18.0,B
8244_W,W,1001.0,9.0,W
8244_B,B,-4.0,12.0,W
8245_W,W,-7.0,19.0,B
8245_B,B,986.0,26.0,B
8246_W,W,1000.0,12.0,W
8246_B,B,-2.0,12.0,W
8247_W,W,995.0,17.0,W
8247_B,B,2.0,8.0,W
8248_W,W,990.0,22.0,W
8248_B,B,-1.0,11.0,W
8249_W,W,999.0,11.0,W
8249_B,B,2.0,6.0,W
8250_W,W,984.0,22.0,W
8250_B,B,0.0,4.0,W
8251_W,W,-5.0,19.0,B
8251_B,B,989.0,25.0,B
8252_W,W,998.0,14.0,W
8252_B,B,2.0,8.0,W
8253_W,W,990.0,22.0,W
8253_B,B,-2.0,12.0,W
8254_W,W,-3.0,9.0,B
8254_B,B,1000.0,6.0,B
8255_W,W,-1.0,9.0,B
8255_B,B,1003.0,5.0,B
8256_W,W,-6.0,16.0,B
8256_B,B,993.0,17.0,B
8257_W,W,1001.0,9.0,W
8257_B,B,-3.0,11.0,W
8258_W,W,-1.0,9.0,B
8258_B,B,991.0,17.0,B
8259_W,W,-23.0,31.0,B
8259_B,B,994.0,14.0,B
8260_W,W,-4.0,12.0,B
8260_B,B,993.0,15.0,B
8261_W,W,1002.0,4.0,W
8261_B,B,0.0,4.0,W
8262_W,W,1002.0,6.0,W
8262_B,B,0.0,6.0,W
8263_W,W,-999.0,9.0,B
8263_B,B,-10.0,18.0,B
8264_W,W,-13.0,21.0,B
8264_B,B,985.0,23.0,B
8265_W,W,986.0,28.0,W
8265_B,B,2.0,10.0,W
8266_W,W,-5.0,19.0,B
8266_B,B,988.0,26.0,B
8267_W,W,4.0,4.0,B
8267_B,B,992.0,16.0,B
8268_W,W,993.0,15.0,W
8268_B,B,-2.0,8.0,W
8269_W,W,-16.0,22.0,B
8269_B,B,991.0,15.0,B
8270_W,W,-13.0,25.0,B
8270_B,B,998.0,14.0,B
8271_W,W,999.0,11.0,W
8271_B,B,-2.0,10.0,W
8272_W,W,-4.0,12.0,B
8272_B,B,1000.0,8.0,B
8273_W,W,1000.0,8.0,W
8273_B,B,-5.0,11.0,W
8274_W,W,1003.0,11.0,W
8274_B,B,-4.0,16.0,W
8275_W,W,1000.0,12.0,W
8275_B,B,-1.0,11.0,W
8276_W,W,1001.0,7.0,W
8276_B,B,2.0,4.0,W
8277_W,W,996.0,14.0,W
8277_B,B,-5.0,13.0,W
8278_W,W,-1002.0,14.0,B
8278_B,B,-10.0,20.0,B
8279_W,W,1.0,7.0,B
8279_B,B,1002.0,6.0,B
8280_W,W,985.0,29.0,W
8280_B,B,-1.0,13.0,W
8281_W,W,994.0,18.0,W
8281_B,B,-17.0,27.0,W
8282_W,W,1002.0,10.0,W
8282_B,B,0.0,10.0,W
8283_W,W,-12.0,24.0,B
8283_B,B,994.0,18.0,B
8284_W,W,-10.0,22.0,B
8284_B,B,997.0,15.0,B
8285_W,W,977.0,33.0,W
8285_B,B,-10.0,18.0,W
8286_W,W,-1.0,11.0,B
8286_B,B,998.0,12.0,B
8287_W,W,0.0,10.0,W
8287_B,B,-995.0,5.0,W
8288_W,W,-2.0,14.0,B
8288_B,B,995.0,17.0,B
8289_W,W,996.0,10.0,W
8289_B,B,2.0,2.0,W
8290_W,W,-1015.0,25.0,B
8290_B,B,2.0,6.0,B
8291_W,W,994.0,14.0,W
8291_B,B,-3.0,9.0,W
8292_W,W,999.0,13.0,W
8292_B,B,-4.0,14.0,W
8293_W,W,990.0,18.0,W
8293_B,B,0.0,6.0,W
8294_W,W,-1.0,9.0,B
8294_B,B,995.0,13.0,B
8295_W,W,997.0,13.0,W
8295_B,B,1.0,7.0,W
8296_W,W,1000.0,6.0,W
8296_B,B,1.0,3.0,W
8297_W,W,993.0,19.0,W
8297_B,B,3.0,7.0,W
8298_W,W,-6.0,16.0,B
8298_B,B,1000.0,10.0,B
8299_W,W,-4.0,14.0,B
8299_B,B,998.0,12.0,B
8300_W,W,0.0,12.0,B
8300_B,B,1004.0,8.0,B
8301_W,W,995.0,13.0,W
8301_B,B,-2.0,8.0,W
8302_W,W,-1010.0,20.0,B
8302_B,B,-2.0,10.0,B
8303_W,W,997.0,9.0,W
8303_B,B,1.0,3.0,W
8304_W,W,-4.0,16.0,B
8304_B,B,989.0,23.0,B
8305_W,W,993.0,21.0,W
8305_B,B,-4.0,16.0,W
8306_W,W,-7.0,21.0,B
8306_B,B,998.0,16.0,B
8307_W,W,984.0,26.0,W
8307_B,B,-14.0,22.0,W
8308_W,W,-6.0,16.0,B
8308_B,B,997.0,13.0,B
8309_W,W,1000.0,12.0,W
8309_B,B,-1.0,11.0,W
8310_W,W,995.0,17.0,W
