episode,player,total_reward,steps_played,won
2060_B,B,1.0,7.0,W
2061_W,W,982.0,32.0,W
2061_B,B,-3.0,15.0,W
2062_W,W,-14.0,24.0,B
2062_B,B,997.0,13.0,B
2063_W,W,-15.0,25.0,B
2063_B,B,1003.0,7.0,B
2064_W,W,999.0,11.0,W
2064_B,B,-8.0,16.0,W
2065_W,W,998.0,10.0,W
2065_B,B,1.0,5.0,W
2066_W,W,-1007.0,17.0,B
2066_B,B,1.0,7.0,B
2067_W,W,-7.0,19.0,B
2067_B,B,993.0,19.0,B
2068_W,W,-21.0,33.0,B
2068_B,B,996.0,16.0,B
2069_W,W,993.0,13.0,W
2069_B,B,2.0,2.0,W
2070_W,W,-1001.0,11.0,B
2070_B,B,-12.0,20.0,B
2071_W,W,-1.0,11.0,B
2071_B,B,999.0,11.0,B
2072_W,W,-5.0,15.0,B
2072_B,B,986.0,24.0,B
2073_W,W,-2.0,12.0,B
2073_B,B,994.0,16.0,B
2074_W,W,-25.0,35.0,B
2074_B,B,982.0,28.0,B
2075_W,W,999.0,13.0,W
2075_B,B,0.0,10.0,W
2076_W,W,-7.0,17.0,B
2076_B,B,1004.0,6.0,B
2077_W,W,1003.0,9.0,W
2077_B,B,-1.0,11.0,W
2078_W,W,-1.0,9.0,B
2078_B,B,999.0,9.0,B
2079_W,W,997.0,11.0,W
2079_B,B,1.0,5.0,W
2080_W,W,-5.0,17.0,B
2080_B,B,996.0,16.0,B
2081_W,W,-1.0,11.0,B
2081_B,B,999.0,11.0,B
2082_W,W,-14.0,24.0,W
2082_B,B,-999.0,9.0,W
2083_W,W,-3.0,13.0,B
2083_B,B,1001.0,9.0,B
2084_W,W,-5.0,17.0,B
2084_B,B,996.0,16.0,B
2085_W,W,998.0,14.0,W
2085_B,B,-9.0,19.0,W
2086_W,W,3.0,7.0,B
2086_B,B,995.0,15.0,B
2087_W,W,-14.0,24.0,B
2087_B,B,997.0,13.0,B
2088_W,W,-4.0,18.0,B
2088_B,B,1002.0,12.0,B
2089_W,W,999.0,7.0,W
2089_B,B,-4.0,8.0,W
2090_W,W,-7.0,17.0,B
2090_B,B,999.0,11.0,B
2091_W,W,992.0,18.0,W
2091_B,B,-2.0,10.0,W
2092_W,W,-5.0,15.0,B
2092_B,B,988.0,22.0,B
2093_W,W,0.0,6.0,B
2093_B,B,995.0,11.0,B
2094_W,W,3.0,5.0,B
2094_B,B,991.0,17.0,B
2095_W,W,-1.0,13.0,B
2095_B,B,985.0,27.0,B
2096_W,W,995.0,17.0,W
2096_B,B,-16.0,26.0,W
2097_W,W,-2.0,16.0,B
2097_B,B,1005.0,9.0,B
2098_W,W,1.0,9.0,B
2098_B,B,992.0,18.0,B
2099_W,W,2.0,6.0,B
2099_B,B,1001.0,7.0,B
2100_W,W,0.0,12.0,B
2100_B,B,991.0,21.0,B
2101_W,W,-7.0,17.0,W
2101_B,B,-1010.0,20.0,W
2102_W,W,1002.0,8.0,W
2102_B,B,0.0,8.0,W
2103_W,W,5.0,7.0,B
2103_B,B,998.0,14.0,B
2104_W,W,1001.0,7.0,W
2104_B,B,-4.0,10.0,W
2105_W,W,997.0,11.0,W
2105_B,B,-5.0,11.0,W
2106_W,W,983.0,29.0,W
2106_B,B,-2.0,12.0,W
2107_W,W,-2.0,14.0,B
2107_B,B,988.0,24.0,B
2108_W,W,-19.0,29.0,B
2108_B,B,998.0,12.0,B
2109_W,W,1.0,9.0,B
2109_B,B,993.0,17.0,B
2110_W,W,-999.0,9.0,B
2110_B,B,-16.0,24.0,B
2111_W,W,-10.0,18.0,B
2111_B,B,996.0,12.0,B
2112_W,W,995.0,17.0,W
2112_B,B,-12.0,22.0,W
2113_W,W,1000.0,14.0,W
2113_B,B,0.0,12.0,W
2114_W,W,-1001.0,11.0,B
2114_B,B,3.0,5.0,B
2115_W,W,-1008.0,18.0,B
2115_B,B,-8.0,16.0,B
2116_W,W,-4.0,12.0,B
2116_B,B,997.0,11.0,B
2117_W,W,996.0,16.0,W
2117_B,B,-11.0,21.0,W
2118_W,W,997.0,11.0,W
2118_B,B,-4.0,10.0,W
2119_W,W,5.0,7.0,B
2119_B,B,1002.0,10.0,B
2120_W,W,0.0,10.0,B
2120_B,B,1000.0,10.0,B
2121_W,W,1003.0,5.0,W
2121_B,B,2.0,4.0,W
2122_W,W,990.0,20.0,W
2122_B,B,-5.0,13.0,W
2123_W,W,3.0,5.0,B
2123_B,B,1000.0,8.0,B
2124_W,W,1002.0,10.0,W
2124_B,B,-8.0,18.0,W
2125_W,W,-8.0,20.0,B
2125_B,B,970.0,42.0,B
2126_W,W,999.0,11.0,W
2126_B,B,-15.0,23.0,W
2127_W,W,-5.0,13.0,B
2127_B,B,984.0,24.0,B
2128_W,W,991.0,19.0,W
2128_B,B,-1.0,9.0,W
2129_W,W,1000.0,14.0,W
2129_B,B,-1.0,13.0,W
2130_W,W,998.0,10.0,W
2130_B,B,1.0,5.0,W
2131_W,W,990.0,22.0,W
2131_B,B,-1.0,11.0,W
2132_W,W,2.0,12.0,B
2132_B,B,1000.0,14.0,B
2133_W,W,-6.0,12.0,B
2133_B,B,995.0,11.0,B
2134_W,W,-999.0,9.0,B
2134_B,B,-22.0,30.0,B
2135_W,W,988.0,26.0,W
2135_B,B,-7.0,19.0,W
2136_W,W,1.0,9.0,B
2136_B,B,982.0,28.0,B
2137_W,W,990.0,22.0,W
2137_B,B,-5.0,15.0,W
2138_W,W,1001.0,13.0,W
2138_B,B,-7.0,19.0,W
2139_W,W,-3.0,13.0,B
2139_B,B,1002.0,8.0,B
2140_W,W,1.0,5.0,B
2140_B,B,998.0,8.0,B
2141_W,W,-7.0,15.0,B
2141_B,B,989.0,19.0,B
2142_W,W,1000.0,6.0,W
2142_B,B,2.0,2.0,W
2143_W,W,992.0,22.0,W
2143_B,B,-3.0,15.0,W
2144_W,W,1002.0,4.0,W
2144_B,B,2.0,2.0,W
2145_W,W,993.0,21.0,W
2145_B,B,3.0,9.0,W
2146_W,W,-4.0,10.0,B
2146_B,B,995.0,11.0,B
2147_W,W,-3.0,9.0,B
2147_B,B,997.0,9.0,B
2148_W,W,996.0,14.0,W
2148_B,B,-19.0,27.0,W
2149_W,W,-1.0,11.0,B
2149_B,B,1003.0,7.0,B
2150_W,W,1003.0,11.0,W
2150_B,B,-7.0,19.0,W
2151_W,W,-1014.0,24.0,B
2151_B,B,-2.0,10.0,B
2152_W,W,994.0,18.0,W
2152_B,B,-15.0,25.0,W
2153_W,W,-7.0,19.0,B
2153_B,B,997.0,15.0,B
2154_W,W,-7.0,15.0,B
2154_B,B,1003.0,5.0,B
2155_W,W,996.0,18.0,W
2155_B,B,-17.0,29.0,W
2156_W,W,993.0,15.0,W
2156_B,B,-2.0,8.0,W
2157_W,W,989.0,21.0,W
2157_B,B,-6.0,14.0,W
2158_W,W,-3.0,11.0,B
2158_B,B,1000.0,8.0,B
2159_W,W,-3.0,15.0,B
2159_B,B,1001.0,11.0,B
2160_W,W,-8.0,18.0,B
2160_B,B,999.0,11.0,B
2161_W,W,-5.0,19.0,B
2161_B,B,988.0,26.0,B
2162_W,W,1003.0,3.0,W
2162_B,B,0.0,4.0,W
2163_W,W,-9.0,19.0,B
2163_B,B,988.0,22.0,B
2164_W,W,-7.0,15.0,B
2164_B,B,1002.0,6.0,B
2165_W,W,-5.0,15.0,B
2165_B,B,999.0,11.0,B
2166_W,W,-9.0,21.0,B
2166_B,B,1006.0,6.0,B
2167_W,W,976.0,36.0,W
2167_B,B,-8.0,18.0,W
2168_W,W,-1017.0,27.0,B
2168_B,B,-5.0,13.0,B
2169_W,W,1.0,7.0,B
2169_B,B,1001.0,7.0,B
2170_W,W,989.0,19.0,W
2170_B,B,-9.0,15.0,W
2171_W,W,1000.0,8.0,W
2171_B,B,2.0,4.0,W
2172_W,W,990.0,24.0,W
2172_B,B,3.0,9.0,W
2173_W,W,1.0,7.0,B
2173_B,B,1003.0,5.0,B
2174_W,W,-9.0,17.0,B
2174_B,B,998.0,10.0,B
2175_W,W,-8.0,18.0,B
2175_B,B,993.0,17.0,B
2176_W,W,-5.0,13.0,B
2176_B,B,998.0,10.0,B
2177_W,W,993.0,15.0,W
2177_B,B,-3.0,9.0,W
2178_W,W,991.0,21.0,W
2178_B,B,0.0,10.0,W
2179_W,W,-2.0,14.0,B
2179_B,B,995.0,17.0,B
2180_W,W,989.0,25.0,W
2180_B,B,-12.0,24.0,W
2181_W,W,-4.0,16.0,B
2181_B,B,999.0,13.0,B
2182_W,W,985.0,25.0,W
2182_B,B,2.0,6.0,W
2183_W,W,-10.0,18.0,B
2183_B,B,996.0,12.0,B
2184_W,W,-1002.0,14.0,B
2184_B,B,0.0,10.0,B
2185_W,W,-27.0,39.0,B
2185_B,B,1003.0,9.0,B
2186_W,W,-1020.0,30.0,B
2186_B,B,-6.0,14.0,B
2187_W,W,-3.0,11.0,B
2187_B,B,998.0,10.0,B
2188_W,W,-2.0,10.0,B
2188_B,B,996.0,12.0,B
2189_W,W,998.0,14.0,W
2189_B,B,-6.0,16.0,W
2190_W,W,-1032.0,42.0,B
2190_B,B,2.0,6.0,B
2191_W,W,-1015.0,25.0,B
2191_B,B,-1.0,9.0,B
2192_W,W,-6.0,18.0,B
2192_B,B,992.0,20.0,B
2193_W,W,985.0,27.0,W
2193_B,B,-2.0,12.0,W
2194_W,W,-1003.0,13.0,B
2194_B,B,-1.0,9.0,B
2195_W,W,2.0,6.0,B
2195_B,B,998.0,10.0,B
2196_W,W,4.0,4.0,B
2196_B,B,990.0,18.0,B
2197_W,W,1004.0,6.0,W
2197_B,B,-6.0,14.0,W
2198_W,W,999.0,11.0,W
2198_B,B,-6.0,14.0,W
2199_W,W,-14.0,24.0,B
2199_B,B,995.0,15.0,B
2200_W,W,1.0,5.0,B
2200_B,B,998.0,8.0,B
2201_W,W,-10.0,20.0,B
2201_B,B,987.0,23.0,B
2202_W,W,981.0,29.0,W
2202_B,B,3.0,5.0,W
2203_W,W,993.0,15.0,W
2203_B,B,2.0,4.0,W
2204_W,W,989.0,19.0,W
2204_B,B,1.0,5.0,W
2205_W,W,996.0,18.0,W
2205_B,B,0.0,12.0,W
2206_W,W,991.0,21.0,W
2206_B,B,-22.0,32.0,W
2207_W,W,-4.0,14.0,B
2207_B,B,990.0,20.0,B
2208_W,W,1000.0,10.0,W
2208_B,B,-10.0,18.0,W
2209_W,W,1005.0,5.0,W
2209_B,B,0.0,8.0,W
2210_W,W,994.0,18.0,W
2210_B,B,1.0,9.0,W
2211_W,W,-2.0,14.0,B
2211_B,B,979.0,33.0,B
2212_W,W,-5.0,17.0,B
2212_B,B,983.0,29.0,B
2213_W,W,-5.0,15.0,B
2213_B,B,994.0,16.0,B
2214_W,W,0.0,8.0,B
2214_B,B,991.0,17.0,B
2215_W,W,-19.0,33.0,B
2215_B,B,959.0,55.0,B
2216_W,W,-10.0,24.0,B
2216_B,B,991.0,23.0,B
2217_W,W,990.0,22.0,W
2217_B,B,3.0,7.0,W
2218_W,W,-1002.0,12.0,B
2218_B,B,-9.0,17.0,B
2219_W,W,996.0,16.0,W
2219_B,B,-4.0,14.0,W
2220_W,W,962.0,50.0,W
2220_B,B,-4.0,14.0,W
2221_W,W,994.0,18.0,W
2221_B,B,-21.0,31.0,W
2222_W,W,-1005.0,17.0,B
2222_B,B,-3.0,13.0,B
2223_W,W,-13.0,23.0,B
2223_B,B,998.0,12.0,B
2224_W,W,983.0,27.0,W
2224_B,B,-9.0,17.0,W
2225_W,W,993.0,17.0,W
2225_B,B,0.0,8.0,W
2226_W,W,990.0,24.0,W
2226_B,B,-2.0,14.0,W
2227_W,W,-1.0,9.0,B
2227_B,B,1001.0,7.0,B
2228_W,W,1002.0,6.0,W
2228_B,B,1.0,5.0,W
2229_W,W,0.0,12.0,B
2229_B,B,995.0,17.0,B
2230_W,W,987.0,27.0,W
2230_B,B,-5.0,17.0,W
2231_W,W,-1.0,9.0,B
2231_B,B,994.0,14.0,B
2232_W,W,992.0,20.0,W
2232_B,B,-8.0,18.0,W
2233_W,W,-10.0,20.0,B
2233_B,B,999.0,11.0,B
2234_W,W,995.0,17.0,W
2234_B,B,-4.0,14.0,W
2235_W,W,-2.0,12.0,B
2235_B,B,994.0,16.0,B
2236_W,W,-1000.0,10.0,B
2236_B,B,3.0,5.0,B
2237_W,W,-6.0,16.0,B
2237_B,B,994.0,16.0,B
2238_W,W,986.0,22.0,W
2238_B,B,-4.0,10.0,W
2239_W,W,1.0,7.0,B
2239_B,B,1001.0,7.0,B
2240_W,W,-14.0,24.0,B
2240_B,B,986.0,24.0,B
2241_W,W,-1003.0,13.0,B
2241_B,B,-10.0,18.0,B
2242_W,W,987.0,23.0,W
2242_B,B,0.0,8.0,W
2243_W,W,-9.0,21.0,B
2243_B,B,992.0,20.0,B
2244_W,W,-1.0,13.0,B
2244_B,B,982.0,30.0,B
2245_W,W,995.0,15.0,W
2245_B,B,-10.0,18.0,W
2246_W,W,994.0,20.0,W
2246_B,B,-5.0,17.0,W
2247_W,W,-4.0,10.0,B
2247_B,B,1000.0,6.0,B
2248_W,W,994.0,14.0,W
2248_B,B,-9.0,15.0,W
2249_W,W,972.0,40.0,W
2249_B,B,-3.0,13.0,W
2250_W,W,-6.0,16.0,B
2250_B,B,999.0,11.0,B
2251_W,W,-1.0,9.0,B
2251_B,B,993.0,15.0,B
2252_W,W,987.0,23.0,W
2252_B,B,-3.0,11.0,W
2253_W,W,999.0,11.0,W
2253_B,B,0.0,8.0,W
2254_W,W,1000.0,12.0,W
2254_B,B,-7.0,17.0,W
2255_W,W,-11.0,21.0,B
2255_B,B,975.0,35.0,B
2256_W,W,991.0,19.0,W
2256_B,B,-6.0,14.0,W
2257_W,W,988.0,20.0,W
2257_B,B,1.0,5.0,W
2258_W,W,-15.0,25.0,B
2258_B,B,1003.0,7.0,B
2259_W,W,987.0,21.0,W
2259_B,B,-3.0,9.0,W
2260_W,W,-3.0,11.0,B
2260_B,B,992.0,16.0,B
2261_W,W,-7.0,17.0,W
2261_B,B,-1012.0,22.0,W
2262_W,W,-1.0,11.0,B
2262_B,B,993.0,17.0,B
2263_W,W,-11.0,23.0,B
2263_B,B,991.0,21.0,B
2264_W,W,1003.0,9.0,W
2264_B,B,-2.0,12.0,W
2265_W,W,0.0,12.0,B
2265_B,B,994.0,18.0,B
2266_W,W,-5.0,11.0,B
2266_B,B,989.0,17.0,B
2267_W,W,999.0,13.0,W
2267_B,B,-9.0,19.0,W
2268_W,W,5.0,7.0,B
2268_B,B,994.0,18.0,B
2269_W,W,1002.0,6.0,W
2269_B,B,1.0,5.0,W
2270_W,W,995.0,17.0,W
2270_B,B,1.0,9.0,W
2271_W,W,997.0,15.0,W
2271_B,B,1.0,9.0,W
2272_W,W,-10.0,18.0,B
2272_B,B,1001.0,7.0,B
2273_W,W,-2.0,14.0,B
2273_B,B,1001.0,11.0,B
2274_W,W,0.0,10.0,B
2274_B,B,1002.0,8.0,B
2275_W,W,998.0,16.0,W
2275_B,B,-6.0,18.0,W
2276_W,W,2.0,6.0,B
2276_B,B,996.0,12.0,B
2277_W,W,-12.0,22.0,B
2277_B,B,986.0,24.0,B
2278_W,W,-13.0,21.0,B
2278_B,B,1001.0,7.0,B
2279_W,W,-1000.0,10.0,B
2279_B,B,0.0,8.0,B
2280_W,W,-23.0,31.0,B
2280_B,B,992.0,16.0,B
2281_W,W,970.0,44.0,W
2281_B,B,-4.0,16.0,W
2282_W,W,997.0,15.0,W
2282_B,B,-6.0,16.0,W
2283_W,W,984.0,28.0,W
2283_B,B,-2.0,12.0,W
2284_W,W,1001.0,5.0,W
2284_B,B,-1.0,5.0,W
2285_W,W,0.0,12.0,B
2285_B,B,998.0,14.0,B
2286_W,W,993.0,19.0,W
2286_B,B,-2.0,12.0,W
2287_W,W,-2.0,12.0,B
2287_B,B,1000.0,10.0,B
2288_W,W,1001.0,5.0,W
2288_B,B,-2.0,6.0,W
2289_W,W,1.0,9.0,B
2289_B,B,1000.0,10.0,B
2290_W,W,-2.0,14.0,B
2290_B,B,988.0,24.0,B
2291_W,W,-12.0,24.0,B
2291_B,B,999.0,13.0,B
2292_W,W,-17.0,27.0,B
2292_B,B,994.0,16.0,B
2293_W,W,1001.0,9.0,W
2293_B,B,-12.0,20.0,W
2294_W,W,-27.0,41.0,B
2294_B,B,983.0,31.0,B
2295_W,W,5.0,9.0,B
2295_B,B,996.0,18.0,B
2296_W,W,981.0,29.0,W
2296_B,B,-3.0,11.0,W
2297_W,W,1000.0,10.0,W
2297_B,B,-7.0,15.0,W
2298_W,W,993.0,21.0,W
2298_B,B,2.0,10.0,W
2299_W,W,-1.0,15.0,B
2299_B,B,1001.0,13.0,B
2300_W,W,1.0,7.0,B
2300_B,B,997.0,11.0,B
2301_W,W,997.0,17.0,W
2301_B,B,-1.0,13.0,W
2302_W,W,1003.0,7.0,W
2302_B,B,-1.0,9.0,W
2303_W,W,-6.0,18.0,B
2303_B,B,994.0,18.0,B
2304_W,W,986.0,26.0,W
2304_B,B,-6.0,16.0,W
2305_W,W,-15.0,25.0,B
2305_B,B,984.0,26.0,B
2306_W,W,1002.0,10.0,W
2306_B,B,-2.0,12.0,W
2307_W,W,-1.0,9.0,B
2307_B,B,1000.0,8.0,B
2308_W,W,-5.0,19.0,B
2308_B,B,991.0,23.0,B
2309_W,W,1.0,11.0,B
2309_B,B,1000.0,12.0,B
2310_W,W,977.0,37.0,W
2310_B,B,-5.0,17.0,W
2311_W,W,2.0,4.0,B
2311_B,B,994.0,12.0,B
2312_W,W,0.0,8.0,B
2312_B,B,981.0,27.0,B
2313_W,W,1002.0,6.0,W
2313_B,B,-8.0,14.0,W
2314_W,W,-1.0,7.0,B
2314_B,B,997.0,9.0,B
2315_W,W,994.0,16.0,W
2315_B,B,2.0,6.0,W
2316_W,W,994.0,14.0,W
2316_B,B,0.0,6.0,W
2317_W,W,998.0,12.0,W
2317_B,B,1.0,7.0,W
2318_W,W,-8.0,16.0,B
2318_B,B,973.0,35.0,B
2319_W,W,996.0,16.0,W
2319_B,B,0.0,10.0,W
2320_W,W,2.0,8.0,B
2320_B,B,996.0,14.0,B
2321_W,W,997.0,17.0,W
2321_B,B,1.0,11.0,W
2322_W,W,998.0,14.0,W
2322_B,B,-13.0,23.0,W
2323_W,W,990.0,20.0,W
2323_B,B,2.0,6.0,W
2324_W,W,-5.0,15.0,B
2324_B,B,999.0,11.0,B
2325_W,W,993.0,17.0,W
2325_B,B,-5.0,13.0,W
2326_W,W,1.0,11.0,B
2326_B,B,974.0,38.0,B
2327_W,W,-3.0,13.0,B
2327_B,B,983.0,27.0,B
2328_W,W,4.0,8.0,B
2328_B,B,989.0,23.0,B
2329_W,W,0.0,12.0,B
2329_B,B,1004.0,8.0,B
2330_W,W,978.0,36.0,W
2330_B,B,1.0,11.0,W
2331_W,W,990.0,22.0,W
2331_B,B,2.0,8.0,W
2332_W,W,993.0,19.0,W
2332_B,B,-7.0,17.0,W
2333_W,W,988.0,24.0,W
2333_B,B,-17.0,27.0,W
2334_W,W,992.0,22.0,W
2334_B,B,3.0,9.0,W
2335_W,W,1.0,9.0,B
2335_B,B,1001.0,9.0,B
2336_W,W,1001.0,11.0,W
2336_B,B,3.0,7.0,W
2337_W,W,986.0,26.0,W
2337_B,B,0.0,10.0,W
2338_W,W,-4.0,16.0,B
2338_B,B,985.0,27.0,B
2339_W,W,1002.0,10.0,W
2339_B,B,-1.0,11.0,W
2340_W,W,999.0,9.0,W
2340_B,B,0.0,6.0,W
2341_W,W,-7.0,13.0,B
2341_B,B,993.0,13.0,B
2342_W,W,999.0,13.0,W
2342_B,B,-2.0,12.0,W
2343_W,W,1.0,11.0,B
2343_B,B,1001.0,11.0,B
2344_W,W,996.0,12.0,W
2344_B,B,-5.0,11.0,W
2345_W,W,-8.0,20.0,B
2345_B,B,985.0,27.0,B
2346_W,W,998.0,14.0,W
2346_B,B,-6.0,16.0,W
2347_W,W,987.0,21.0,W
2347_B,B,-14.0,20.0,W
2348_W,W,-7.0,19.0,B
2348_B,B,938.0,74.0,B
2349_W,W,1001.0,11.0,W
2349_B,B,-4.0,14.0,W
2350_W,W,998.0,14.0,W
2350_B,B,-19.0,29.0,W
2351_W,W,1002.0,6.0,W
2351_B,B,1.0,5.0,W
2352_W,W,990.0,24.0,W
2352_B,B,-4.0,16.0,W
2353_W,W,-6.0,12.0,B
2353_B,B,999.0,7.0,B
2354_W,W,971.0,41.0,W
2354_B,B,-16.0,26.0,W
2355_W,W,999.0,11.0,W
2355_B,B,2.0,6.0,W
2356_W,W,1000.0,6.0,W
2356_B,B,1.0,3.0,W
2357_W,W,-23.0,33.0,B
2357_B,B,962.0,48.0,B
2358_W,W,-4.0,16.0,B
2358_B,B,992.0,20.0,B
2359_W,W,-9.0,21.0,B
2359_B,B,999.0,13.0,B
2360_W,W,-3.0,11.0,B
2360_B,B,1001.0,7.0,B
2361_W,W,-7.0,21.0,B
2361_B,B,996.0,18.0,B
2362_W,W,999.0,13.0,W
2362_B,B,-5.0,15.0,W
2363_W,W,992.0,22.0,W
2363_B,B,-2.0,14.0,W
2364_W,W,-5.0,19.0,B
2364_B,B,1001.0,13.0,B
2365_W,W,1001.0,13.0,W
2365_B,B,-10.0,22.0,W
2366_W,W,1000.0,10.0,W
2366_B,B,3.0,5.0,W
2367_W,W,997.0,15.0,W
2367_B,B,-14.0,24.0,W
2368_W,W,1000.0,6.0,W
2368_B,B,-7.0,11.0,W
2369_W,W,982.0,28.0,W
2369_B,B,-7.0,15.0,W
2370_W,W,0.0,12.0,B
2370_B,B,999.0,13.0,B
2371_W,W,994.0,16.0,W
2371_B,B,-2.0,10.0,W
2372_W,W,-7.0,19.0,B
2372_B,B,995.0,17.0,B
2373_W,W,999.0,15.0,W
2373_B,B,-5.0,17.0,W
2374_W,W,-1006.0,18.0,B
2374_B,B,0.0,10.0,B
2375_W,W,1001.0,11.0,W
2375_B,B,0.0,10.0,W
2376_W,W,4.0,6.0,B
2376_B,B,997.0,13.0,B
2377_W,W,-17.0,25.0,B
2377_B,B,992.0,16.0,B
2378_W,W,997.0,9.0,W
2378_B,B,-1.0,5.0,W
2379_W,W,989.0,23.0,W
2379_B,B,-22.0,32.0,W
2380_W,W,997.0,9.0,W
2380_B,B,-2.0,6.0,W
2381_W,W,1.0,9.0,B
2381_B,B,998.0,12.0,B
2382_W,W,-4.0,16.0,B
2382_B,B,973.0,39.0,B
2383_W,W,-2.0,10.0,B
2383_B,B,1000.0,8.0,B
2384_W,W,1001.0,7.0,W
2384_B,B,2.0,4.0,W
2385_W,W,-9.0,17.0,B
2385_B,B,974.0,34.0,B
2386_W,W,1003.0,3.0,W
2386_B,B,-9.0,13.0,W
2387_W,W,1004.0,10.0,W
2387_B,B,-4.0,16.0,W
2388_W,W,-2.0,12.0,B
2388_B,B,984.0,26.0,B
2389_W,W,-4.0,12.0,B
2389_B,B,1000.0,8.0,B
2390_W,W,998.0,14.0,W
2390_B,B,-7.0,17.0,W
2391_W,W,1.0,7.0,B
2391_B,B,1000.0,8.0,B
2392_W,W,3.0,7.0,B
2392_B,B,994.0,16.0,B
2393_W,W,986.0,26.0,W
2393_B,B,1.0,9.0,W
2394_W,W,991.0,19.0,W
2394_B,B,-47.0,55.0,W
2395_W,W,987.0,23.0,W
2395_B,B,-3.0,11.0,W
2396_W,W,997.0,9.0,W
2396_B,B,1.0,3.0,W
2397_W,W,1003.0,3.0,W
2397_B,B,1.0,3.0,W
2398_W,W,-1.0,11.0,B
2398_B,B,997.0,13.0,B
2399_W,W,972.0,40.0,W
2399_B,B,-14.0,24.0,W
2400_W,W,-3.0,11.0,B
2400_B,B,996.0,12.0,B
2401_W,W,-3.0,11.0,B
2401_B,B,998.0,10.0,B
2402_W,W,989.0,21.0,W
2402_B,B,-4.0,12.0,W
2403_W,W,1004.0,8.0,W
2403_B,B,2.0,8.0,W
2404_W,W,999.0,9.0,W
2404_B,B,-2.0,8.0,W
2405_W,W,1000.0,8.0,W
2405_B,B,-12.0,18.0,W
2406_W,W,988.0,24.0,W
2406_B,B,-2.0,12.0,W
2407_W,W,-20.0,30.0,B
2407_B,B,993.0,17.0,B
2408_W,W,-1026.0,36.0,B
2408_B,B,-18.0,26.0,B
2409_W,W,992.0,16.0,W
2409_B,B,-1.0,7.0,W
2410_W,W,995.0,19.0,W
2410_B,B,-1.0,13.0,W
2411_W,W,995.0,13.0,W
2411_B,B,-2.0,8.0,W
2412_W,W,-17.0,27.0,B
2412_B,B,998.0,12.0,B
2413_W,W,990.0,22.0,W
2413_B,B,-11.0,21.0,W
2414_W,W,998.0,16.0,W
2414_B,B,-15.0,27.0,W
2415_W,W,-997.0,7.0,B
2415_B,B,-8.0,16.0,B
2416_W,W,997.0,17.0,W
2416_B,B,-13.0,25.0,W
2417_W,W,-5.0,13.0,B
2417_B,B,999.0,9.0,B
2418_W,W,983.0,29.0,W
2418_B,B,-6.0,16.0,W
2419_W,W,997.0,11.0,W
2419_B,B,-5.0,11.0,W
2420_W,W,995.0,15.0,W
2420_B,B,-3.0,11.0,W
2421_W,W,-13.0,25.0,B
2421_B,B,962.0,50.0,B
2422_W,W,992.0,22.0,W
2422_B,B,-8.0,20.0,W
2423_W,W,1000.0,8.0,W
2423_B,B,-2.0,8.0,W
2424_W,W,988.0,24.0,W
2424_B,B,-6.0,16.0,W
2425_W,W,-7.0,13.0,B
2425_B,B,1001.0,5.0,B
2426_W,W,993.0,19.0,W
2426_B,B,-5.0,15.0,W
2427_W,W,995.0,15.0,W
2427_B,B,-9.0,17.0,W
2428_W,W,-1007.0,19.0,B
2428_B,B,-11.0,21.0,B
2429_W,W,998.0,12.0,W
2429_B,B,-4.0,12.0,W
2430_W,W,-14.0,24.0,B
2430_B,B,997.0,13.0,B
2431_W,W,-11.0,19.0,B
2431_B,B,994.0,14.0,B
2432_W,W,992.0,14.0,W
2432_B,B,-7.0,11.0,W
2433_W,W,1002.0,4.0,W
2433_B,B,-2.0,6.0,W
2434_W,W,-4.0,14.0,B
2434_B,B,978.0,32.0,B
2435_W,W,976.0,36.0,W
2435_B,B,-7.0,17.0,W
2436_W,W,2.0,10.0,B
2436_B,B,999.0,13.0,B
2437_W,W,980.0,32.0,W
2437_B,B,5.0,5.0,W
2438_W,W,-2.0,8.0,B
2438_B,B,996.0,10.0,B
2439_W,W,993.0,19.0,W
2439_B,B,-3.0,13.0,W
2440_W,W,-1007.0,19.0,B
2440_B,B,-12.0,22.0,B
2441_W,W,-1.0,13.0,B
2441_B,B,980.0,32.0,B
2442_W,W,983.0,29.0,W
2442_B,B,-16.0,26.0,W
2443_W,W,3.0,7.0,B
2443_B,B,982.0,28.0,B
2444_W,W,983.0,29.0,W
2444_B,B,-4.0,14.0,W
2445_W,W,-9.0,17.0,B
2445_B,B,991.0,17.0,B
2446_W,W,0.0,6.0,B
2446_B,B,1001.0,5.0,B
2447_W,W,-1.0,9.0,B
2447_B,B,1000.0,8.0,B
2448_W,W,997.0,13.0,W
2448_B,B,2.0,6.0,W
2449_W,W,999.0,11.0,W
2449_B,B,3.0,5.0,W
2450_W,W,1.0,5.0,B
2450_B,B,995.0,11.0,B
2451_W,W,989.0,17.0,W
2451_B,B,-2.0,6.0,W
2452_W,W,1003.0,11.0,W
2452_B,B,-1.0,13.0,W
2453_W,W,3.0,11.0,B
2453_B,B,989.0,25.0,B
2454_W,W,-5.0,19.0,B
2454_B,B,982.0,32.0,B
2455_W,W,-996.0,6.0,B
2455_B,B,-13.0,21.0,B
2456_W,W,-2.0,12.0,B
2456_B,B,1002.0,8.0,B
2457_W,W,0.0,8.0,B
2457_B,B,989.0,19.0,B
2458_W,W,-10.0,20.0,B
2458_B,B,988.0,22.0,B
